번호,서명,저자,발행자,발행년,책수,단가,금액
4684,백수세끼 . 3,치즈 지음,므큐,2022,1,"\15,000","15,000"
4685,"안녕, 나의 순-정  : 그 시절 내 세계를 가득 채운 순정만화",이영희 지음,놀,2020,1,"\16,000","16,000"
4686,캐릭터를 결정짓는 눈동자 그리기  : 17명의 프로 일러스트레이터의 디지털 페인팅 스킬,오히사시부리 [외] 지음,한국학술정보,2022,1,"\18,000","18,000"
4687,쿠키런 킹덤 전설의 언어술사  : 초등 어휘 학습 만화 . 5,전판교 지음,서울문화사,2022,2,"\13,000","26,000"
4688,"(인간의 죽음을 동경한) 나의 도깨비, 홍제",양수련 지음,북오션,2022,2,"\15,000","30,000"
4689,내 방식대로 삽니다  : 남인숙의 쇼핑 심리 에세이,남인숙 지음,해냄,2022,1,"\16,800","16,800"
4690,노생거 사원,제인 오스틴 지음,민음사,2019,1,"\12,000","12,000"
4691,돌보는 사람들,샘 밀스 지음,정은문고,2022,1,"\21,000","21,000"
4692,동생 알렉스에게  : 내 모든 연민을 담아,올리비아 드 랑베르트리 지음,알마,2020,1,"\15,500","15,500"
4693,링컨 하이웨이,에이모 토울스 지음,현대문학,2022,2,"\19,800","39,600"
4694,마음이 힘들 땐 고양이를 세어 봐,토마쓰리 지음,부크럼,2022,1,"\17,000","17,000"
4695,맨스필드 파크,제인 오스틴 지음,민음사,2020,1,"\16,000","16,000"
4696,"밀지 마세요, 사람 탑니다  : 지하철 앤솔로지",전건우 [외]지음,들녘,2022,2,"\15,000","30,000"
4697,사라진 숲의 아이들,손보미 지음,안온북스,2022,2,"\18,000","36,000"
4698,"새드엔딩은 취향이 아니라  : 서른둘, 나의 빌어먹을 유방암 이야기",니콜 슈타우딩거 지음,갈매나무,2021,1,"\14,800","14,800"
4699,여자들의 왕,정보라 지음,아작,2022,2,"\16,800","33,600"
4700,재생  : 정명섭 장편소설,정명섭 지음,아프로스미디어,2022,2,"\16,000","32,000"
4701,트로피컬 나이트,조예은 지음,한겨레,2022,2,"\15,000","30,000"
4702,"하고 싶은 말이 많고요, 구릅니다  : 휠체어 위의 유튜-바, '구르님'의 유쾌하고 뾰족한 말 걸기",김지우 지음,휴머니스트,2022,1,"\16,000","16,000"
4703,리얼 하와이  = Hawaii  : 하와이를 가장 멋지게 여행하는 방법,김화정 지음,한빛라이프,2022,1,"\18,000","18,000"
4704,(박시백의) 고려사 . 1,박시백 지음,휴머니스트,2022,1,"\14,500","14,500"
4705,(박시백의) 고려사 . 2,박시백 지음,휴머니스트,2022,1,"\14,500","14,500"
4706,(썬킴의) 세계사 완전 정복  : 패권전쟁으로 이해하는 역사의 흐름,썬킴 지음,RHK코리아,2022,1,"\17,000","17,000"
4707,알고 떠나는 호주 여행 지식 가이드  : 호주의 진정한 모습을 담은 여행 지식 가이드북,손희욱 지음,생각나눔,2022,1,"\15,000","15,000"
4708,이탈리아 소도시 여행  : 올리브 빛 작은 마을을 걷다,백상현 지음,시공사,2018,1,"\16,000","16,000"
4709,이탈리아 자동차 여행  : 2022-2023 최신판,이정운,꿈의지도,2022,1,"\18,000","18,000"
4710,(송쌤의) 엔트리 인공지능 학교,송상수 지음,제이펍,2022,1,"\18,000","18,000"
4711,(채사장의) 지대넓얕 . 4  보이지 않는 손,채사장,돌핀북스,2022,2,"\15,000","30,000"
4712,(똑똑한 아이들이 노는 법) things to do,Hightlights for Children 지음,소란i,2022,1,"\28,000","28,000"
4713,나의 아시아 친구들  : 일곱 나라 친구들의 편지로 만나는 생생한 아시아 문화,아시아인권문화연대 글,휴먼어린이,2021,2,"\14,000","28,000"
4714,세종대왕이 4차 산업혁명을 만난다면  : 로봇 말싸미가 들려주는 신통방통 이야기,고수진 지음,푸른나무,2021,2,"\12,000","24,000"
4715,민쩌미 . 1,민쩌미 원작,SANDBOX STORY KIDS,2022,1,"\14,000","14,000"
4716,(만능 엽기 박사) 빅터 . 1  우주 전쟁 전략가 도전하기,짐 벤튼 지음,사파리,2019,1,"\11,000","11,000"
4717,(만능 엽기 박사) 빅터 . 2  좀비 사냥꾼 도전하기,짐 벤튼 지음,사파리,2019,1,"\11,000","11,000"
4718,모음이 이야기,래오파도 지음,북랩,2022,2,"\14,000","28,000"
4719,무무의 선물,천송이 만그루 지음,고래뱃속,2022,2,"\14,000","28,000"
4720,새빨간 구슬,김해우 지음,웅진주니어,2021,2,"\11,500","23,000"
4721,"소녀 탐정 아가사 . 1  이집트 편, 66번 무덤의 수수께끼",스티브 스티븐슨 경 지음,예림당,2018,1,"\9,000","9,000"
4722,수상한 동물원이 나타났다,최은영 지음,뜨인돌어린이,2020,2,"\12,000","24,000"
4723,시루와 커다란 케이크,권서영 지음,창비,2022,2,"\14,000","28,000"
4724,오늘 상회,한라경 지음,노란상상,2021,2,"\13,000","26,000"
4725,요괴의 아이를 키우고 있습니다 . 1,히로시마 레이코 지음,넥서스Friends,2022,2,"\13,000","26,000"
4726,"우리반 신사임당  : 신사임당, 여름 캠프에 놀러 가다!",박남희 지음,리틀씨앤톡,2022,1,"\13,000","13,000"
4727,윙페더 사가 . 1  어두운 암흑의 바다 끝에서,앤드루 피터슨 지음,다산책방,2022,1,"\19,800","19,800"
4728,(가장 완전하게 다시 만든) 정글북,러디어드 키플링 지음,사파리,2018,1,"\38,000","38,000"
4729,지명 탐험대  : 땅 이름에 담긴 우리 역사,류혜인 지음,그레이트북스,2022,2,"\13,500","27,000"
4730,초코 케이크 도둑,소연 지음,주니어김영사,2022,2,"\12,000","24,000"
4731,토끼귤,다은 지음,북극곰,2022,2,"\14,000","28,000"
4732,호호 아줌마의 나들이,알프 프로이센 지음,비룡소,2011,2,"\9,000","18,000"
4733,최치원전  : 중국을 놀라게 한 신라의 아이,임어진 지음,마음이음,2019,2,"\11,500","23,000"
4734,완벽한 독서법  [큰글씨도서]  : 모든 독서법을 관통하는 최고의 지침서,김병완 지음,글라이더,2020,1,"\30,000","30,000"
4735,(이미령의) 명작산책  [큰글씨도서]  : 내 인생을 살찌운 행복한 책읽기,이미령 지음,상상출판,2020,1,"\23,000","23,000"
4736,너무 재밌어서 잠 못 드는 철학 수업  [큰글씨도서],김경윤 지음,생각의길,2021,1,"\25,000","25,000"
4737,"연애, 심리학에 길을 묻다  [큰글씨도서]",이선 지음,이너북,2021,1,"\25,000","25,000"
4738,정약용의 『목민심서』 읽기  [큰글씨도서],김봉남 지음,세창미디어,2021,1,"\25,000","25,000"
4739,42편의 지혜법문  [큰글씨도서],오광익 해설,명문당,2020,1,"\26,000","26,000"
4740,M.엘리아데  [큰글씨도서]  : 종교와 신화,정진홍 지음,살림출판사,2021,1,"\13,500","13,500"
4741,나는 열정보다 센스로 일한다  [큰글씨도서]  : 일못러와 일잘러를 가르는 작지만 큰 차이,최용진 지음,이너북,2021,1,"\30,000","30,000"
4742,(법에 당하지 않고 120퍼센트 이용하는) 법률 상식 완벽 활용법  [큰글씨도서],김정탁 지음,굿웰스북스,2021,1,"\30,000","30,000"
4743,사람들이 줄 서는 매장의 영업비밀  [큰글씨도서],이도규 지음,미다스북스,2021,1,"\25,000","25,000"
4744,생각하라 그러면 부자가 되리라  [큰글씨도서]  : 생각하면 이루어지는 12가지 성공법칙,나폴레온 힐 지음,와일드북,2022,1,"\30,000","30,000"
4745,생각하면 생각대로 되는 꼬마빌딩 건물주 되기  [큰글씨도서],노병윤 지음,북오션,2021,1,"\27,000","27,000"
4746,(속담으로 보는) 스토리 경제학  [큰글씨도서]  = Story economics,노상채 지음,글라이더,2020,1,"\30,000","30,000"
4747,발밑의 미생물 몸속의 미생물  [큰글씨도서]  : 조용하고 강력한 삶의 동반자,데이비드 몽고메리,눌와,2020,1,"\30,000","30,000"
4748,(스토리텔링으로 배우는) 유쾌한 과학상식  [큰글씨도서],한선미 지음,하늘아래,2020,1,"\30,000","30,000"
4749,나는 치매 할머니의 보호자입니다  [큰글씨도서],박소현 지음,굿웰스북스,2021,1,"\25,000","25,000"
4750,(두 달 안에 아픈 곳이 나아지는) 맨발걷기의 기적  [큰글씨도서],박동창 지음,시간여행,2021,1,"\30,000","30,000"
4751,(엄마와 아이를 위한) 마음 챙김  [큰글씨도서]  : 엄마와 아이의 마음을 들여다보는 시간,김소정 지음,글라이더,2021,1,"\24,000","24,000"
4752,(젊음을 유지하고 건강하게 사는) 백년 식사  [큰글씨도서],마키타 젠지 지음,이너북life,2021,1,"\30,000","30,000"
4753,(클래식도슨트 한혜란과 함께하는) 차근차근 클래식  [큰글씨도서],한혜란 지음,더좋은책,2022,1,"\30,000","30,000"
4754,(허영만의) 주식 타짜  [큰글씨도서] . 1,허영만 지음,가디언,2020,1,"\42,000","42,000"
4755,(허영만의) 주식 타짜  [큰글씨도서] . 2,허영만 지음,가디언,2020,1,"\42,000","42,000"
4756,"근데, 영화 한 편 씹어먹어 봤니?  [큰글씨도서]",신왕국 지음,다산4.0,2019,1,"\30,000","30,000"
4757,(이이화의) 한문공부  [큰글씨도서]  : 고전을 만나러 가는 첫걸음,이이화 지음,역사비평사,2021,1,"\30,000","30,000"
4758,그대와 함께 읽는 사랑 詩  [큰글씨도서],이선이 엮음,이너북,2021,1,"\30,000","30,000"
4759,길고양이에 꽤 진심입니다  [큰글씨도서],홍유진 지음,깊은나무,2021,1,"\30,000","30,000"
4760,길을 걷다 문득 떠오른 것들  [큰글씨도서]  : 도보여행가 신정일이 길에서 배운 삶의 자세,신정일 지음,상상출판,2021,1,"\25,000","25,000"
4761,나는 내가 죽었다고 생각했습니다  [큰글씨도서]  : 뇌과학자의 뇌가 멈춘 날,질 볼트 테일러 지음,월북,2020,1,"\25,000","25,000"
4762,"(인간의 죽음을 동경한) 나의 도깨비, 홍제  [큰글씨도서]",양수련 지음,북오션,2022,1,"\25,000","25,000"
4763,내일 쓰는 일기  [큰글씨도서],허은실 지음,미디어창비,2020,1,"\28,000","28,000"
4764,두근두근 내 일상의 소확행  [큰글씨도서],이현경 지음,깊은나무,2021,1,"\25,000","25,000"
4765,드라마 속 대사 한마디가 가슴을 후벼팔 때가 있다  [큰글씨도서],정덕현 지음,가나,2021,1,"\30,000","30,000"
4766,루쉰의 『아큐정전』 읽기  [큰글씨도서],고점복 지음,세창미디어,2021,1,"\25,000","25,000"
4767,미라클 베이커리  [큰글씨도서],임선영 지음,상상앤미디어,2021,1,"\25,000","25,000"
4768,시간 블렌딩  [큰글씨도서]  : 어제를 맛있게 마시는 방법,영진 지음,메이드인,2021,1,"\25,000","25,000"
4769,어쩌다 정신과 의사  [큰글씨도서]  : 뇌부자들 김지용의 은밀하고 솔직한 진짜 정신과 이야기,김지용 지음,심심,2022,1,"\35,000","35,000"
4770,엉뚱하고 자유로운 글쓰기도 괜찮아  [큰글씨도서],김무영 지음,씽크스마트,2021,1,"\25,000","25,000"
4771,한밤중에 나 홀로  [큰글씨도서]  : 전건우 공포 단편집,전건우 지음,북오션콘텐츠그룹,2021,1,"\30,000","30,000"
4772,노골적인 낭만 여행  [큰글씨도서]  : 오래전 음악과 함께한 여행의 흔적들,김산환 지음,꿈의지도,2021,1,"\28,000","28,000"
4773,"당신에게, 캠핑  [큰글씨도서]  : 오래된 캠퍼가 들려주는 캠핑의 낭만, 그리고 멋",김산환 지음,꿈의지도,2021,1,"\28,000","28,000"
4774,박물관에서 읽는 세계사  [큰글씨도서],김문환 지음,홀리데이북스,2021,1,"\34,000","34,000"
4775,"혼자, 천천히, 북유럽  [큰글씨도서]  : 손으로 그린 하얀 밤의 도시들",김현길 지음,상상출판,2021,1,"\30,000","30,000"
4776,페로제도 탐험기  [큰글씨도서]  = Exploration of Faroe islands,홍지 지음,부암 게스트하우스 출판사,2021,1,"\34,000","34,000"
4777,(유머와 드립이 난무하는) 고전 리뷰툰 . 2  SF편,키두니스트 지음,북바이북,2022,1,"\17,000","17,000"
4778,와글와글 독서클럽  : 문학,강영준 지음,북트리거,2019,1,"\14,500","14,500"
4779,와글와글 독서클럽  : 비문학,강영준 지음,북트리거,2019,1,"\14,500","14,500"
4780,모든 사람에게 사랑받을 필요는 없다,이평 지음,스튜디오오드리,2022,1,"\15,000","15,000"
4781,금융투기의 역사,에드워드 챈슬러 지음,국일증권경제연구소,2021,1,"\25,000","25,000"
4782,나는 옐로에 화이트에 약간 블루  : 다양성 너머 심오한 세계 . 2,브래디 미카코 지음,다다서재,2022,1,"\14,000","14,000"
4783,(난생 처음 한번 공부하는) 경제 이야기 . 2  시장과 교역 편,송병건 지음,사회평론,2022,1,"\20,000","20,000"
4784,돈의 흐름을 읽는 습관  : 부자가 되는 경제 공부법,차칸양 지음,좋은습관연구소,2020,1,"\15,300","15,300"
4785,성냥과 버섯구름  : 우리가 몰랐던 일상의 세계사,오애리,학고재,2022,1,"\18,000","18,000"
4786,세계시민이 된 실험경제반 아이들,김나영 지음,리틀에이,2022,1,"\16,800","16,800"
4787,인터랙 코드  : 4차 산업혁명을 넘어 인터랙 시대로,강정규 지음,매일경제신문사,2022,1,"\15,000","15,000"
4788,(정재승의) 인류 탐험 보고서  : 어린이를 위한 호모 사피엔스 뇌과학 . 4  화산섬의 호모 에렉투스,차유진,아울북,2022,1,"\15,800","15,800"
4789,물리의 정석  특수 상대성 이론과 고전 장론 편,레너드 서스킨드,사이언스북스,2022,1,"\25,000","25,000"
4790,(수학으로 배우는)파동의 법칙,Transnational College of LEX 지음,Gbrain,2021,1,"\35,000","35,000"
4791,(이기진 교수의) 만만한 물리학,이기진 지음,이유출판,2021,1,"\15,000","15,000"
4792,(새벽달) 엄마표 영어 20년 보고서,남수진 지음,롱테일북스,2022,1,"\16,800","16,800"
4793,엄마의 수학책  : 수학 좀 아는 엄마가 수학 우등생을 키웁니다,김미연 지음,부키,2022,1,"\16,800","16,800"
4794,(좋은 하루를 만들겠다는 다짐으로) 오늘도 취향을 요리합니다,박미셸 지음,서스테인,2022,2,"\15,000","30,000"
4795,(난생 처음 한번 공부하는) 미술 이야기  : 갈등하는 인간이 세계를 바꾸다 . 7  르네상스의 완성과 종교개혁,양정무 지음,사회평론,2022,1,"\125,000","125,000"
4796,묘사하는 마음,김혜리 지음,마음산책,2022,1,"\18,000","18,000"
4797,야생 숲의 노트,시미언 피즈 체니 지음,프란츠,2022,1,"\19,800","19,800"
4798,한국의 골프장 이야기 . 1,류석무,구름서재,2020,1,"\38,000","38,000"
4799,서평의 언어  : 《런던 리뷰 오브 북스》 편집장 메리케이 윌머스의 읽고 쓰는 삶,메리케이 윌머스 지음,돌베개,2022,1,"\17,000","17,000"
4800,스페이드 여왕,지은이: 알렉산드르 뿌쉬낀,뿌쉬낀하우스,2018,1,9800,"9,800"
4801,가장 아름다운 기억을 너에게 보낼게,하세가와 카오리 지음,서사원,2022,2,"\15,800","31,600"
4802,"금요일엔 시골집으로 퇴근합니다  : 평범한 직장인, 시골에 집을 짓다",김미리 지음,휴머니스트,2022,1,"\16,500","16,500"
4803,"나만 괜찮으면 돼, 내 인생  : 애써 바꾸지 않아도 그냥 나로 살아도",이진이 지음,맛있는책방,2021,1,"\16,000","16,000"
4804,나의 아름다운 할머니,심윤경 지음,사계절,2022,1,"\13,000","13,000"
4805,너여야만 해,정해연 지음,손안의책,2020,2,"\12,000","24,000"
4806,노래하는 복희,김복희 지음,봄날의책,2021,1,"\12,000","12,000"
4807,뉴욕에서 빈티지 마켓을 시작했습니다,박혜주 지음,엣눈북스,2022,1,"\17,000","17,000"
4808,딜리터  : 사라지게 해드립니다,김중혁 지음,자이언트북스,2022,2,"\15,900","31,800"
4809,힘들 땐 참치 마요,봉달호 지음,세미콜론,2022,1,"\11,200","11,200"
4810,스파숄트 어페어,앨런 홀링허스트 지음,민음사,2021,2,"\20,000","40,000"
4811,습지 장례법,신종원 지음,문학과지성사,2022,2,"\14,000","28,000"
4812,시간강사입니다 배민합니다,이병철 지음,걷는사람,2022,1,"\16,000","16,000"
4813,애니 존,저메이카 킨케이드 지음,문학동네,2022,1,"\12,500","12,500"
4814,여름,이디스 워튼 지음,민음사,2020,1,"\12,000","12,000"
4815,여름 상설 공연,박은지 지음,민음사,2021,1,"\10,000","10,000"
4816,여름 키코,주하림 지음,문학동네,2022,1,"\10,000","10,000"
4817,오늘은 두부 내일은 당근 수프,고이데 미키 지음,바오로딸,2022,1,"\12,000","12,000"
4818,우린 누군가의 봄이었으니까,이평 지음,경향BP,2019,1,"\13,500","13,500"
4819,은혜씨의 포옹,정은혜,이야기장수,2022,1,"\16,800","16,800"
4820,일하고 일하고 사랑을 하고,최지인 지음,창비,2022,1,"\9,000","9,000"
4821,카이의 선택,최상희 지음,창비,2022,1,"\10,000","10,000"
4822,커튼콜,조우리 지음,창비,2022,1,"\10,000","10,000"
4823,털 난 물고기 모어,모지민 지음,은행나무,2022,1,"\17,000","17,000"
4824,하늘이 멋져 오늘은 조퇴  : 좋아하는 것을 놓지 않고 오늘을 살아가는 마음,쥬드 프라이데이 지음,말랑,2022,1,"\15,900","15,900"
4825,하얼빈,김훈 지음,문학동네,2022,4,"\16,000","64,000"
4826,하트의 탄생,정이현 지음,창비,2022,1,"\10,000","10,000"
4827,고고학과 인류학을 통해 본 사람다움,크리스 파울러 지음,서경문화사,2018,1,"\14,000","14,000"
4828,누가 백인인가?  : 미국의 인종 감별 잔혹사,진구섭 지음,푸른역사,2021,1,"\18,000","18,000"
4829,본격 한중일 세계사 . 14  거문도 Crisis와 방곡령,굽시니스트 지음,위즈덤하우스,2022,2,"\14,800","29,600"
4830,제국의 암살자들  : 김구 암살 공작의 전말,윤대원 지음,태학사,2022,1,"\19,500","19,500"
4831,한국사 시험에 가장 많이 나오는 100문 100답,유정호 지음,책들의정원,2022,1,"\20,000","20,000"
4832,(방울이TV) 딸랑예술학교 . 3,방울이TV 원작,학산문화사,2022,1,"\13,000","13,000"
4833,(문방구TV) 방구는 못 말려 . 2  방귀재벌 문방구,문방구TV 원작,서울문화사,2022,1,"\13,000","13,000"
4834,개 재판,이상권 지음,웅진주니어,2018,2,"\10,000","20,000"
4835,"개통령과 도기족의 지구 침공 . 3  도기족, 호텔에 가다!",박시연 지음,혜다,2022,1,"\13,000","13,000"
4836,괴물 사냥꾼,김민우 지음,풀빛,2022,2,"\14,000","28,000"
4837,그 아이의 비밀 노트,임수경 지음,한솔수북,2021,2,"\12,000","24,000"
4838,나는 해녀입니다  : 해녀 김복례 할머니 이야기,김여나 지음,키큰도토리,2022,2,"\14,000","28,000"
4839,나와 없어,키티 크라우더 지음,논장,2022,2,\1400사0,#VALUE!
4840,변신 고양이 예지와 마법사,이승민 지음,풀빛,2020,2,"\12,000","24,000"
4841,복면 공주 . 1  완벽한 공주의 깜짝 비밀,샤넌 헤일,다산어린이,2022,1,"\13,000","13,000"
4842,삘릴리범범,박정섭 지음,사계절,2022,2,"\16,000","32,000"
4843,와처  = Watcher  : 글자 도둑 잡기,신은경 지음,이지북,2022,2,"\12,500","25,000"
4844,우리는 일 년 내내 방학이에요!,김경옥 지음,꿈터,2021,2,"\11,000","22,000"
4845,폭풍이 지나가고,댄 야카리노 지음,다봄,2022,2,"\14,000","28,000"
4846,어린이를 위한 역사의 쓸모 . 1  선사 시대-남북국 시대,최태성 지음,다산어린이,2022,1,"\15,000","15,000"
4847,"1일 1로그 100일 완성 IT 지식  : 하드웨어, 소트프웨어, 통신, 데이터, 4가지 IT 근육으로 디지털 문해력 기르기",브라이언 W. 커니핸 지음,인사이트,2021,1,"\20,000","20,000"
4848,나는 괜찮은 AI입니다  : 우리가 알아야 할 AI시대의 공존법,오승현 지음,자음과모음,2022,1,"\14,500","14,500"
4849,어르신들을 위한 스마트폰 기초 교실,이종구 [외] 지음,에스엔에스 소통연구소,2022,1,"\15,000","15,000"
4850,(어른들을 위한 가장 쉬운) 스마트폰,구홍림 지음,혜지원,2020,1,"\13,000","13,000"
4851,(청소년을 위한) 교양 인문학  : 인물편,김태균 지음,새론북스,2022,1,"\16,000","16,000"
4852,똥의 인문학  : 생태와 순환의 감각을 깨우다,김성원 [외] 지음,역사비평사,2021,1,"\15,000","15,000"
4853,(10대를 위한) 나의 첫 철학 읽기 수업,박균호 지음,다른,2022,1,"\14,000","14,000"
4854,내일 세상을 떠나도 오늘 꽃에 물을 주세요  : 3천 명의 삶의 마지막을 위로한 감동의 언어 처방전,히노 오키오 지음,인플루엔셜,2020,1,"\14,800","14,800"
4855,생존자들  : 뿌리 깊은 트라우마를 극복한 치유의 기록,캐서린 길디너 지음,Life&page,2022,1,"\17,800","17,800"
4856,"혼자 시작하는 사주명리 공부  : 기초부터 심화, 다양한 사례 분석까지 한 권으로 끝내는 친절한 사주명리학 강의",김원 지음,더 퀘스트,2022,1,"\28,000","28,000"
4857,가족의 두 얼굴  : 사랑하지만 상처도 주고받는 나와 가족의 심리테라피,최광현 지음,부키,2021,1,"\16,000","16,000"
4858,현대 한국어로 철학하기  : 철학의 개념과 번역어를 살피다,신우승,메멘토,2022,1,"\13,000","13,000"
4859,사춘기 철학 여행  : 10대를 위한 철학 이야기,유성오 지음,초록서재,2022,1,"\14,500","14,500"
4860,우리가 믿는 것들에 대하여  : 사도신경에 담긴 그리스도교 신앙 해설,김진혁 지음,복있는사람,2022,1,"\16,000","16,000"
4861,"방해받지 않는 삶  : 삶을 온전하게, 영혼을 충만하게",밥 고프 지음,두란노서원,2022,1,"\18,000","18,000"
4862,신학자들과 성경 읽기  : 깊이 있는 성경 이해를 위한 가이드,고든 피 [외] 지음,터치북스,2022,1,"\20,000","20,000"
4863,법륜 스님의 반야심경 강의,법륜 지음,정토출판,2022,1,"\19,500","19,500"
4864,세상에서 가장 쉬운 사찰과 불탑 이야기  : 불교문화의 유래와 변천,자현 지음,담앤북스,2022,1,"\20,000","20,000"
4865,감성과 지성으로 일한다는 것  : 뉴노멀시대 비즈니스 전략,야마구치 슈,마인더브,2022,1,"\15,800","15,800"
4866,경험을 선물합니다  : 수많은 카페 사이에서 선택받는 공간이 되는 방법,이림,도서담,2022,1,"\17,900","17,900"
4867,어른들을 위한 가장 쉬운 유튜브,전진수 지음,혜지원,2020,1,"\14,000","14,000"
4868,착한 소녀는 사양합니다  : 10대 여자로 나답게 살아가는 법,우에노 지즈코 지음,티티,2022,1,"\14,000","14,000"
4869,(현직 고등학교 교사가 알려주는) 학교 공부의 비밀,기라성 지음,덤보,2022,1,"\14,000","14,000"
4870,"NFT로 부의 패러다임을 바꾼 사람들  : 메타버스와 블록체인 시대, 가상현실이 자산공룡을 만들다",아모 겐스케,RHK(알에이치코리아),2022,1,"\18,000","18,000"
4871,Z의 스마트폰,박준영 지음,쌤앤파커스,2022,1,"\17,800","17,800"
4872,그림책으로 시작하는 진로수업,고영심 [외] 지음,맘에드림,2022,1,"\15,000","15,000"
4873,"플라스틱은 어떻게 브랜드의 무기가 되는가  : 파타고니아에서 이케아까지, 그린슈머를 사로잡은 브랜드의 플라스틱 인사이트를 배운다",김병규 지음,미래의창,2021,1,"\16,000","16,000"
4874,선택받지 못한 개의 일생  : 번식장-경매장-펫숍으로 이어지는 반려 산업의 실체,신소윤,다산북스,2020,1,"\15,000","15,000"
4875,AI 마인드  : 세계적인 인공지능 개발자들이 알려주는 진실,마틴 포드 지음,터닝포인트,2019,1,"\22,000","22,000"
4876,"메타버스 사피엔스  : 또 하나의 현실, 두 개의 삶, 디지털 대항해시대의 인류",김대식 지음,동아시아,2022,1,"\15,500","15,500"
4877,마을의 진화  : 산골 마을 가미야마에서 만난 미래,간다 세이지 지음,반비,2020,1,"\18,000","18,000"
4878,선생님을 위한 비폭력 대화  : 상처 입은 교사를 보듬는 치유의 언어,김미경 지음,우리학교,2022,1,"\22,000","22,000"
4879,노인을 위한 동네  : 고령친화 지역사회 만들기,백선혜 [외] 지음,서울연구원,2019,1,"\13,000","13,000"
4880,최고의 체력  : <포천> 선정 500대 기업이 주목한 '신체지능' 관리법,클레어 데일,RHK(알에이치코리아),2022,1,"\19,800","19,800"
4881,래디컬 헬프  : 돌봄과 복지제도의 근본적 전환,힐러리 코텀 지음,착한책가게,2020,1,"\20,000","20,000"
4882,"생일을 모르는 아이  : 학대 그 후, 지켜진 삶의 이야기",구로카와 쇼코 지음,사계절(사계절출판사),2022,1,"\16,800","16,800"
4883,"AI 시대, 본능의 미래  : 섹스로봇과 배양육, 인공자궁과 자살기계 우리의 원초적 경험을 뒤바꿀 미래기술과의 인터뷰",제니 클리먼 지음,반니,2020,1,"\18,000","18,000"
4884,(부의 대전환) 코인전쟁  : 인류의 금융 역사를 바꾸는 거대한 패러다임 변화,박성준 [외] 지음,한스미디어,2021,1,"\17,000","17,000"
4885,"전라디언의 굴레  : 지역과 계급이라는 이중차별, 누구나 알지만 아무도 모르는 호남의 이야기",조귀동 지음,생각의힘,2021,1,"\17,000","17,000"
4886,"포스트휴먼이 몰려온다  : AI 시대, 다시 인간의 길을 여는 키워드 8",신상규 [외] 지음,아카넷,2020,1,"\15,800","15,800"
4887,이것도 산재예요?  : 회사 때문에 아픈지도 모르고 일하는 당신에게,노동건강연대 글,보리,2022,1,"\12,000","12,000"
4888,쓰면서 자라는 아이들  : 부모가 알아야 할 초등 글쓰기의 모든 것,한미화 지음,어크로스(어크로스출판그룹),2022,1,"\15,000","15,000"
4889,(노명우의) 한 줄 사회학  : 앎의 세계로 건너가기,노명우 지음,EBS Books,2021,1,"\18,000","18,000"
4890,살아남는 것들의 비밀  : all is connected,윤정원 지음,라곰,2022,1,"\16,800","16,800"
4891,최전선의 사람들  : 후쿠시마 원전 작업자들의 9년간의 재난 복구 기록,가타야마 나쓰코 지음,푸른숲,2022,1,"\23,000","23,000"
4892,"우크라이나 전쟁, 제국주의 강대국들의 각축전",알렉스 캘리니코스,책갈피,2022,1,"\17,000","17,000"
4893,울고 있는 아이에게 말을 걸면,변진경 지음,아를,2022,1,"\17,000","17,000"
4894,기발하고 신기한 수학의 재미 . 상편,천융밍 지음,미디어숲,2022,1,"\17,800","17,800"
4895,기발하고 신기한 수학의 재미 . 하편,천융밍 지음,미디어숲,2022,1,"\17,800","17,800"
4896,로켓의 과학적 원리와 구조  : 한 권으로 끝내는 항공우주과학,데이비드 베이커 지음,하이픈,2021,1,"\20,000","20,000"
4897,너무 재밌어서 잠 못 드는 코스모스,궁금한 우주 지음,아름다운사람들,2022,1,"\15,800","15,800"
4898,누구나 천문학  : 생활 속에서 재미있게 배우는 천문학 백과사전,찰스 리우 지음,지브레인,2022,1,"\30,000","30,000"
4899,별나게 다정한 천문학  : 빅뱅부터 별의 종말까지 황홀한 우주 여행,이정환 지음,행성B,2022,1,"\17,000","17,000"
4900,NASA 탄생과 우주탐사의 비밀,존 록스돈 편저,한울아카데미,2022,1,"\44,000","44,000"
4901,쓸모없는 것들이 우리를 구할거야  : 작고 찬란한 현미경 속 나의 우주,김준 지음,웅진지식하우스,2021,1,"\14,800","14,800"
4902,우리가 수학을 사랑한 이유  : 불가능한 꿈을 실현한 29명의 여성 수학자 이야기,전혜진 지음,지상의책,2021,1,"\16,500","16,500"
4903,과학관으로 온 엉뚱한 질문들,이정모 지음,정은문고,2021,1,"\15,500","15,500"
4904,원소 이야기  : 물·불·흙·공기부터 우리의 몸과 문명까지,팀 제임스 지음,한빛비즈,2022,1,"\17,000","17,000"
4905,"이토록 아름다운 물리학이라니  : 에펠탑부터 밀푀유까지, 당신이 몰랐던 과학의 아름다움에 대하여",에티엔 귀용,미래의창,2021,1,"\19,000","19,000"
4906,나와 똑같은 사람을 만들 수 있을까?  : 10대를 위한 유전자 이야기,유윤한 지음,초록서재,2021,1,"\14,500","14,500"
4907,우주 쓰레기가 온다  = Space debris  : 지속 가능한 평화적 우주 활동을 위한 안내서,최은정 지음,갈매나무,2021,1,"\17,000","17,000"
